LNG,Palabra,Ingles,Espanol,Bibliographic_file_id,Pagina,<-Traducida por capturista,A.F.,Audio,Prestador,Fecha,Estructura,Lengua Original
was,guwagayʔŋa̓ŋaʔ-udi-š,they=argued-and=then,Ellos=discutieron-y=luego,634,336,no,Americanista,,Armida Enriquez Evangelista,2021-10-03,ORACION,they=argued-and=then
was,ʔíyewaʔaʔ,he=left,él=se fue,634,336,no,Americanista,,Armida Enriquez Evangelista,2021-10-03,FRASE,he=left
was,guwagayʔŋa̓ŋaʔ-udi-š ʔíyewaʔaʔ,"they argued, and then he left.","ellos discuten, y luego él se fue.",634,336,no,Americanista,,Armida Enriquez Evangelista,2021-10-03,ORACION,"they argued, and then he left."
was,wya̓k̓aši-š,it's=hot,es=calor,634,336,no,Americanista,,Armida Enriquez Evangelista,2021-10-03,FRASE,it's=hot
was,wya̓k̓aši-š deʔš-es-igi k̓eʔi,"when it's hot, it doesn't snow.","cuando hace calor, no nieva.",634,336,no,Americanista,,Armida Enriquez Evangelista,2021-10-03,ORACION,"when it's hot, it doesn't snow."
was,waya̓k̓aši,it's=hot,es=calor,634,336,no,Americanista,,Armida Enriquez Evangelista,2021-10-03,FRASE,it's=hot
was,daŋaθ,when,cuando,634,336,no,Americanista,,Armida Enriquez Evangelista,2021-10-03,PALABRA,when
was,deʔš-es-igi,snow,nieve,634,336,no,Americanista,,Armida Enriquez Evangelista,2021-10-03,PALABRA,snow
was,k̓eʔi,it=is,eso=es,634,336,no,Americanista,,Armida Enriquez Evangelista,2021-10-06,FRASE,it=is
was,waya̓k̓aši- daŋaθ- deʔš-es-igi k̓eʔi,"where it's hot, it doesn't snow.","donde hace calor, no nieva. ",634,336,no,Americanista,,Armida Enriquez Evangelista,2021-10-06,ORACION,"where it's hot, it doesn't snow."
was,ha̓ʔš-udi-θ,it=rains-and=then,eso=lluvias-y=luego,634,336,no,Americanista,,Armida Enriquez Evangelista,2021-10-06,FRASE,it=rains-and=then
was,deʔeš-hel-igi,snow-might,nieve-podría,634,336,no,Americanista,,Armida Enriquez Evangelista,2021-10-06,FRASE,snow-might
was,k̓eʔi,it=is,eso=es,634,336,no,Americanista,,Armida Enriquez Evangelista,2021-10-06,FRASE,it=is
was,ha̓ʔš-udi-θ deʔeš-hel-igi k̓eʔi,"after it rains, it might snow.","después de que llueva, podría nevar.",634,336,no,Americanista,,Armida Enriquez Evangelista,2021-10-06,ORACION,"after it rains, it might snow."
yms,nyi:nya:-m-eqwev-k  ,when-2-cannot ,cuando-2-no poder,634,332,no,Americanista,,Armida Enriquez Evangelista,2021-10-03,FRASE,when-2-cannot
yms,m-adu-m,2-be,2-ser,634,332,no,Americanista,,Armida Enriquez Evangelista,2021-10-03,FRASE,2-be
yms,k-ayam-k,go=away,ir=lejos,634,332,no,Americanista,,Armida Enriquez Evangelista,2021-10-03,FRASE,go=away
yms,nyi:nya:-m-eqwev-k m-adu-m k-ayam-k,"if you don't know how to do it, you can go home",si no sabes como hacerlo puedes irte a casa,634,332,no,Americanista,,Armida Enriquez Evangelista,2021-10-03,ORACION,"if you don't know how to do it, you can go home"
yms,nyi:nya:-m-eqwev-m,when-2-cannot ,cuando-2-no poder,634,333,no,Americanista,,Armida Enriquez Evangelista,2021-10-03,FRASE,when-2-cannot
yms,m-adu-m,2-be,2-ser,634,333,no,Americanista,,Armida Enriquez Evangelista,2021-10-03,FRASE,2-be
yms,k-ayam-k,go=away,ir=lejos,634,333,no,Americanista,,Armida Enriquez Evangelista,2021-10-03,FRASE,go=away
yms,nyi:nya:-m-eqwev-m m-adu-m k-ayam-k,"if you can't do it (are physically unable, or due to outside circumstances), you can go home.","Si no puedes hacerlo (no puedes hacerlo físicamente o debido a circunstancias externas), puedes irte a casa.",634,333,no,Americanista,,Armida Enriquez Evangelista,2021-10-03,ORACION,"if you can't do it (are physically unable, or due to outside circumstances), you can go home."
yuf-t,ʔ-hwak-k/m,we,nosotros,634,323,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,PALABRA,we
yuf-t,čkyo-č,be bitten,Ser mordido,634,323,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,FRASE,be bitten
yuf-t,ʔ-hwak-k/m pa-ny-čkyo-čk=wi=ny,the two of us were bitten,Los dos fuimos mordidos,634,323,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,ORACION,the two of us were bitten
yuf-y,vwa:v-k,ten,diez,634,332,no,Americanista,,Armida Enriquez Evangelista,2021-10-03,PALABRA,ten
yuf-y,ʔsit-i,one,uno,634,332,no,Americanista,,Armida Enriquez Evangelista,2021-10-03,PALABRA,one
yuf-y,vwa:v-k ʔsit-i,eleven,once,634,332,no,Americanista,,Armida Enriquez Evangelista,2021-10-03,PALABRA,eleven
yuf-y,hwak-a,two,dos,634,332,no,Americanista,,Armida Enriquez Evangelista,2021-10-03,PALABRA,two
yuf-y,vwa:v-k,ten,diez,634,332,no,Americanista,,Armida Enriquez Evangelista,2021-10-03,PALABRA,ten
yuf-y,hmuk-i,three,tres,634,332,no,Americanista,,Armida Enriquez Evangelista,2021-10-03,PALABRA,three
yuf-y,hwak-a vwa:v-k hmuk-i,twenty three,veintitrés,634,332,no,Americanista,,Armida Enriquez Evangelista,2021-10-03,FRASE,twenty three
ppi,βəti̯íl ʔik,pushed,empujó,392,186,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,PALABRA,pushed
ppi,mi̯úl,sweet,dulce,392,186,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,PALABRA,sweet
ppi,mi̯él,tortilla,tortilla,392,186,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,PALABRA,tortilla
ppi,ci̯óβ,"they made ",hicieron,392,186,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,FRASE,"they made "
ppi,mi̯áβ,"above ",arriba,392,186,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,PALABRA,"above "
ppi,tu̯íɾ,killed them,los mató,392,186,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,FRASE,killed them
ppi,ku̯ék,returned,regresó,392,186,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,PALABRA,returned
ppi,∫u̯ó,put,metió,392,186,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,PALABRA,put
ppi,tu̯á,grinded,molió,392,186,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,PALABRA,grinded
ppi,nəsíi̯,"maternal aunt ",tía materna,392,186,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,FRASE,"maternal aunt "
ppi,ʐúi̯,hot,caliente,392,186,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,PALABRA,hot
ppi,∫əmɲéi̯,"chewed ",masticó,392,186,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,PALABRA,"chewed "
ppi,mói̯,smeared,untó,392,186,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,PALABRA,smeared
ppi,xəkái̯,islaya,islaya,392,186,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,PALABRA,islaya
ppi,βəlíu̯,measured,midió,392,186,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,PALABRA,measured
ppi,xi̯úu̯,"air ",aire,392,186,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,PALABRA,"air "
ppi,ləʔéu̯,deep,hondo,392,186,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,PALABRA,deep
ppi,ku̯óu̯,hair,cabello,392,186,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,PALABRA,hair
ppi,paɾáu̯,ran,corrió,392,186,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,PALABRA,ran
ppi, βə∫á:i̯,"daughters of man ",hijas de hombre,392,188,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,FRASE,"daughters of man "
ppi, βə∫é,"daughter of man ",hija de hombre,392,188,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,FRASE,"daughter of man "
ppi,ipá:i̯,carried on head,cargaron en cabeza,392,188,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,FRASE,carried on head
ppi,ipé,carried on head,cargó en cabeza,392,188,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,FRASE,carried on head
ppi,səná:i̯,pretty,bonitos,392,188,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,PALABRA,pretty
ppi,səné,pretty,bonito,392,188,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,PALABRA,pretty
ppi,təʐ∫á:∫,worked,trabajaron,392,189,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,PALABRA,worked
ppi,təʐ∫é∫,worked,trabajó,392,189,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,PALABRA,worked
ppi,xəmá:ɲ,"kids ",niños,392,189,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,PALABRA,"kids "
ppi,xəmé,kid,niño,392,189,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,PALABRA,kid
ppi,tətəm∫á:ɾ,"lying down ",acostados,392,189,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,FRASE,"lying down "
ppi,təm∫éɾ,"lying down ",acostado,392,189,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,FRASE,"lying down "
ppi,∫i̯a:u̯,they grabbed,agarraron,392,190,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,ORACION,they grabbed
ppi,i̯o,grabed,agarró,392,190,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,PALABRA,grabed
ppi,pui̯,"they died ",murieron,392,190,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,PALABRA,"they died "
ppi,pi,died,murió,392,190,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,PALABRA,died
ppi,pqui̯,elder women,ancianas,392,190,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,FRASE,elder women
ppi,pqi,elder woman,anciana,392,190,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,FRASE,elder woman
ppi,mí,"foot ",pie,392,191,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,PALABRA,"foot "
ppi,wé:,mouse,ratón,392,191,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,PALABRA,mouse
ppi,∫u̯ó,put,metió,392,191,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,PALABRA,put
ppi,ʂál,hand,mano,392,191,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,PALABRA,hand
ppi,má:t,body,cuerpo,392,191,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,PALABRA,body
ppi,ʂi̯ú:n,chose,escogió,392,192,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,PALABRA,chose
ppi,kəʐi̯é:,clean,limpio,392,192,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,PALABRA,clean
ppi,ki̯ó:,"calm rain ",lluvia calmada,392,192,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,PALABRA,"calm rain "
ppi,i̯á:i̯,"wheezed ",resolló,392,192,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,PALABRA,"wheezed "
ppi,səku̯í:l,squeezed,exprimió,392,192,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,PALABRA,squeezed
ppi,nəku̯é:∫,uncles,tíos,392,192,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,PALABRA,uncles
ppi,∫u̯ó:,put,metió,392,192,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,PALABRA,put
ppi,ku̯á:q,"cow ",vaca,392,192,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,PALABRA,"cow "
ppi,xəlí:i̯,odorous,oloroso,392,192,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,PALABRA,odorous
ppi,∫əxú:i̯,whistled,chifló,392,192,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,PALABRA,whistled
ppi,li̯é:i̯t,snake,víbora,392,192,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,PALABRA,snake
ppi,mó:i̯,smeared,untó; enjarró,392,192,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,PALABRA,smeared
ppi,məɲá:i̯,tasty,sabroso,392,192,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,PALABRA,tasty
ppi,βəlí:u̯,"calmed down ",se calmó,392,192,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,FRASE,"calmed down "
ppi,paɾá:u̯,they ran,corrieron,392,192,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,ORACION,they ran
ppi,∫i̯á:u̯,"they grabbed ",agarraron,392,193,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,ORACION,"they grabbed "
ppi,i̯á:i̯,breathed,respiró,392,193,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,PALABRA,breathed
ppi,mi̯úl,sweet,dulce,392,196,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,PALABRA,sweet
ppi,pi̯ák,pyak juice,jugó de pyak,392,196,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,FRASE,pyak juice
ppi,ti̯éʃ,corn,maíz,392,196,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,PALABRA,corn
ppi,ki̯ét,cut,cortó,392,196,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,PALABRA,cut
ppi,təlqi̯úʂ,"kneaded ",amasó,392,196,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,PALABRA,"kneaded "
ppi,kəsi̯éi̯,witch,brujo,392,196,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,PALABRA,witch
ppi,ʂi̯ú:n,chose,escogió,392,196,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,PALABRA,chose
ppi,ʃi̯áβ,above,arriba,392,196,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,PALABRA,above
ppi,xi̯úu̯,"wind ",viento,392,196,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,PALABRA,"wind "
ppi,li̯él,"round ",redondo,392,196,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,PALABRA,"round "
ppi,kəʐi̯é:,clean,limpio,392,196,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,PALABRA,clean
ppi,mu̯áɾ,"dust ",polvo,392,196,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,PALABRA,"dust "
ppi,nu̯í,"paternal uncle ",tío paterno,392,196,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,FRASE,"paternal uncle "
ppi,ɲu̯ák,too,también,392,196,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,PALABRA,too
ppi,tu̯íɾ,killed them,los mató,392,196,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,FRASE,killed them
ppi,ku̯át,lit up,encendió,392,196,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,PALABRA,lit up
ppi,kusu̯áɲik,"owl ",tecolote,392,196,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,PALABRA,"owl "
ppi,ʂu̯áɾ,sang,cantó,392,196,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,PALABRA,sang
ppi,∫u̯ó∫,"they put ",metieron,392,196,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,ORACION,"they put "
ppi,xu̯át,red,rojo,392,196,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,PALABRA,red
ppi,lu̯á,wife,esposa,392,196,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,PALABRA,wife
ppi,∫xé,dress,vestido,392,198,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,PALABRA,dress
ppi,∫nxé,"little dress ",vestidito,392,198,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,FRASE,"little dress "
ppi,pqí,elder,anciano,392,198,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,PALABRA,elder
ppi,pnqí,elder,ancianito,392,198,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,PALABRA,elder
ppi,txót,hid,se escondió,392,198,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,PALABRA,hid
ppi,tnxót,hid,se escondió (afectivo),392,198,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,PALABRA,hid
ppi,∫qnán,spicy,pinacate,392,199,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,PALABRA,spicy
ppi,∫qnnán,spicy,pinacatito,392,199,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,PALABRA,spicy
ppi,mtklʔúlk,"you rolled up ",te hiciste bola,392,199,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,ORACION,"you rolled up "
ppi,mtklnʔúlk,"you rolled up ",te hiciste bolita,392,199,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,ORACION,"you rolled up "
ppi,məku̯ál,cuero,cuero,392,199,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,PALABRA,cuero
ppi,mənku̯ál,cuero,cuerito,392,199,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,PALABRA,cuero
ppi,məknu̯al,cuero,cuerito,392,199,no,Americanista,,Armida Enriquez Evangelista,2021-10-13,PALABRA,cuero
ppi,məkətəβəku̯íp,(you) are meter,(tú) eres medidor,392,199,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,ORACION,(you) are meter
ppi,məkətəβənlu̯íp,(you) are a little meter,(tú) eres medidorcito,392,199,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,ORACION,(you) are a little meter
ppi,məkətəbəlnu̯íp,(you) are a little meter,(tú) eres medidorcito,392,199,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,ORACION,(you) are a little meter
ppi,∫əki̯ét,cut,cortó,392,199,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,PALABRA,cut
ppi,∫əkəni̯ét,cut,cortó (afectivo),392,199,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,PALABRA,cut
ppi,∫ənki̯et,cut,cortó (afectivo),392,199,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,PALABRA,cut
ppi,təki̯ó,pinched,pellizcó,392,199,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,PALABRA,pinched
ppi,təkəni̯ó,pinched,pellizcó (afectivo),392,199,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,PALABRA,pinched
ppi, tənki̯o,pinched,pellizcó (afectivo),392,199,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,PALABRA,pinched
ppi,xəki̯é,carried,cargó,392,199,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,PALABRA,carried
ppi,xəkəni̯é,carried,cargó (afectivo),392,199,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,PALABRA,carried
ppi,xənki̯e,carried,cargó (afectivo),392,199,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,PALABRA,carried
ppi,mu̯áɾ,dust,polvo,392,200,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,PALABRA,dust
ppi,mənu̯áɾ,dust,polvito,392,200,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,PALABRA,dust
ppi,kəʐi̯é:,clean,limpio,392,200,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,PALABRA,clean
ppi,kəʐəni̯é:,clean,limpio (afectivo),392,200,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,PALABRA,clean
ppi,tu̯áʂ,touched,tocó,392,200,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,PALABRA,touched
ppi,tənu̯áʂ,touched,tocó (afectivo),392,200,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,PALABRA,touched
ppi,mi̯ái̯,high,alto,392,200,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,PALABRA,high
ppi,məni̯ái̯,high,altito,392,200,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,PALABRA,high
ppi,ku̯á,"wove ",tejió,392,200,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,PALABRA,"wove "
ppi,kənu̯á,"wove ",tejió (afectivo),392,200,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,PALABRA,"wove "
ppi,ki̯úl,long,largo,392,200,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,PALABRA,long
ppi,kəni̯úl,long,largo (afectivo),392,200,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,PALABRA,long
ppi,xu̯íl,"oak ",encino,392,201,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,PALABRA,"oak "
ppi,xənu̯íl,"oak ",encinito,392,201,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,PALABRA,"oak "
ppi,li̯é:i̯t,snake,víbora,392,201,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,PALABRA,snake
ppi,ləni̯é:i̯t,snake,viborita,392,201,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,PALABRA,snake
ppi,ɲíp,"got stuck ",se atascó,392,202,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,PALABRA,"got stuck "
ppi,ɲúc,ceiling,techó,392,202,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,PALABRA,ceiling
ppi,ɲét,summer,verano,392,202,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,PALABRA,summer
ppi,ɲóq,"sweet potato ",camote,392,202,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,FRASE,"sweet potato "
ppi,ɲá,path,camino,392,202,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,PALABRA,path
ppi,βxjílk,knocked down,tumbó,392,202,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,FRASE,knocked down
ppi,júw,"came ",vino,392,202,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,PALABRA,"came "
ppi,jé,"had a lot of milk ",tuvo mucha leche,392,202,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,FRASE,"had a lot of milk "
ppi,jóq,"threw up ",vomitó,392,202,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,FRASE,"threw up "
ppi,já,mouth,boca,392,202,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,PALABRA,mouth
ppi,kiɲkíɲ,thunder,trueno,392,202,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,PALABRA,thunder
ppi,kiɲkíɲ,thunder, tronó,392,202,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,PALABRA,thunder
ppi,∫xéɲ,"run raven ",corre cuervo,392,202,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,FRASE,"run raven "
ppi,∫xwáɲ,"he rubbed ",se restregó,392,202,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,ORACION,"he rubbed "
ppi,kwíj,"cloudy ",nublado,392,202,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,PALABRA,"cloudy "
ppi,jéj,imitate,remedó,392,202,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,PALABRA,imitate
ppi,xwáj,war,guerra,392,202,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,PALABRA,war
ppi,Jukwé,what,qué,392,203,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,PALABRA,what
ppi,ɲukwé,what,qué,392,203,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,PALABRA,what
ppi,jukwé,what,qué,392,203,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,PALABRA,what
ppi,Janmís,"his younger maternal aunt ",su tía materna menor,392,203,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,FRASE,"his younger maternal aunt "
ppi,ɲanmís,"his younger maternal aunt ",su tía materna menor,392,203,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,FRASE,"his younger maternal aunt "
ppi,janmís,"his younger maternal aunt ",su tía materna menor,392,203,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,FRASE,"his younger maternal aunt "
ppi,Jansíy,his older maternal aunt,su tía materna mayor,392,203,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,FRASE,his older maternal aunt
ppi,ɲansíj,his older maternal aunt,su tía materna mayor,392,203,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,FRASE,his older maternal aunt
ppi,jansíj,"his older maternal aunt ",su tía materna mayor,392,203,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,FRASE,"his older maternal aunt "
ppi,Japáy,already,ya,392,203,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,PALABRA,already
ppi,ɲapáj,"already ",ya,392,203,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,PALABRA,"already "
ppi,japáj,"already ",ya,392,203,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,PALABRA,"already "
ppi,Jelpá∫,honey,miel,392,203,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,PALABRA,honey
ppi,ɲelpá∫,honey,miel,392,203,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,PALABRA,honey
ppi,jelpá∫,honey,miel,392,203,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,PALABRA,honey
ppi,βu,"be the one ",ser el indicado,392,204,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,FRASE,"be the one "
ppi,βo,walked,anduvo,392,204,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,PALABRA,walked
ppi,βa,arrived,llegó,392,204,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,PALABRA,arrived
ppi,wiʐ,finished,terminó,392,204,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,PALABRA,finished
ppi,we:,mouse,ratón,392,204,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,PALABRA,mouse
ppi,wa,house,casa,392,204,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,PALABRA,house
ppi,təβíl,dangerous,peligroso,392,205,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,PALABRA,dangerous
ppi,xamβéɾ,"mole viper ",víbora topera,392,205,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,PALABRA,"mole viper "
ppi,ʂəβó,waited,esperó,392,205,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,PALABRA,waited
ppi,təʂβál,together,juntos,392,205,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,PALABRA,together
ppi,təʂβál,attached,pegados,392,205,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,PALABRA,attached
ppi,kwílkh,right,derecha,392,205,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,PALABRA,right
ppi,mwé,warm,tibio,392,205,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,PALABRA,warm
ppi,kwów,hair,cabello,392,205,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,PALABRA,hair
ppi,mwáɾ,ground,molido,392,205,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,PALABRA,ground
dih,nyac̓əpəlν̣u:ykm,when it is boiling over,cuando está hirviendo,467,503,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,ORACION,when it is boiling over
yum,a:vkyew,to carry a long heavy object,llevar un objeto largo y pesado,467,504,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,ORACION,to carry a long heavy object
yum,kavkyew,to meet,conocerse,467,504,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,PALABRA,to meet
yum,cakyew,to bite,morder,467,504,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,PALABRA,to bite
yum,a:ʔuly,to carry a long object in the hand,llevar un objeto largo en la mano,467,504,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,ORACION,to carry a long object in the hand
yum,caʔuly,to carry a bunch,llevar un montón,467,504,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,ORACION,to carry a bunch
yum, taʔuly,to carry in the hand,llevar en la mano,467,504,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,ORACION,to carry in the hand
yum,a: du:n,to insert a long object in a cavity,"insertar un objeto largo en una cavidad ",467,504,no,Americanista,,Armida Enriquez Evangelista,2021-10-18,ORACION,to insert a long object in a cavity
